Thin Air,Rachel Caine,Fiction,2007
Dr. Jekyll and Mr. Hyde,Robert Louis Stevenson;Vladimir Vladimirovich Nabokov,Fiction,1987
Les Miserables a New Unabridged Translation,Victor Hugo,Fiction,1987
Arrowsmith,Sinclair Lewis,Fiction,1998
The Call of the Wild and Selected Stories,Jack London,Fiction,1998
The Odyssey,Homer,Fiction,1999
Beowulf,Burton Raffel,Fiction,1999
Great Dialogues of Plato,Plato,Philosophy,1999
The Hunchback of Notre-Dame,Victor Hugo;Walter J. Cobb,Fiction,2001
Paradise Lost and Paradise Regained,John Milton,Poetry,2001
The Hound of the Baskervilles,Arthur Conan Doyle,Fiction,2001
Madame Bovary,Gustave Flaubert;Mildred Marmur,Fiction,2001
Ten Great Works of Philosophy,Robert Paul Wolff,Fiction,2002
The Invisible Man,Herbert George Wells,Fiction,2002
The Time Machine,Herbert George Wells,Fiction,2002
"The Adventures of Tom Sawyer, And, Adventures of Huckleberry Finn",Mark Twain,Fiction,2002
The Death of Ivan Ilych and Other Stories,graf Leo Tolstoy,Fiction,2003
Anne of Green Gables,Lucy Maud Montgomery,Fiction,2003
The Origin of Species,Charles Darwin,Fiction,2003
Wuthering Heights,Emily Bronte;Emily Brontë,Fiction,2004
The Travels of Marco Polo,Marco Polo;Milton Rugoff;Howard Mittelmark,Biography & Autobiography,2004
Around the World in Eighty Days,Jules Verne,Fiction,2005
David Copperfield,Charles Dickens,Fiction,2006
Pygmalion,Bernard Shaw;Alan Jay Lerner,Fiction,1980
A Portrait of the Artist as a Young Man,James Joyce,Fiction,2006
"Chekhov, the Major Plays",Anton Pavlovich Chekhov,Drama,2006
The Autobiography of Andrew Carnegie and the Gospel of Wealth,Andrew Carnegie,Biography & Autobiography,2006
Howards End,Edward Morgan Forster,Fiction,2007
Four Plays,Aristophanes,Drama,1984
The Oedipus Plays of Sophocles,Sophocles;Paul Roche,Drama,1996
Atlas Shrugged,Ayn Rand,Capitalism,1957
Sleeping Beauty Novels,A.N. Roquelaure,Fiction,1999
Stephen King's Creepshow,Stephen King;Berni Wrightson;Michele Wrightson,Fiction,1982
Song of Solomon,Toni Morrison,Fiction,1987
"Because it is Bitter, and Because it is My Heart",Joyce Carol Oates,Fiction,1991
When Food is Love,Geneen Roth,Family & Relationships,1992
Feeding the Hungry Heart,Geneen Roth,Health & Fitness,1993
Breaking Free from Compulsive Eating,Geneen Roth,Self-Help,1984
"The Porcelain Dove, Or, Constancy's Reward",Delia Sherman,Fiction,1994
For Keeps,Pauline Kael,Performing Arts,1996
In the Time of the Butterflies,Julia Alvarez,Dominican Republic,1994
Zombie,Joyce Carol Oates,Fiction,1996
The McDougall Quick and Easy Cookbook,John A. McDougall;Mary McDougall,Cooking,1999
Man Crazy,Joyce Carol Oates,Fiction,1998
Savage Love,Dan Savage,Self-Help,1998
Journals of Ayn Rand,Ayn Rand;Leonard Peikoff;David Harriman,Biography & Autobiography,1999
Something to Declare,Julia Alvarez,Literary Criticism,1999
Anthem,Ayn Rand,Fiction,1999
The Feeling Good Handbook,David D. Burns,Psychology,1999
Beauty's Punishment,A. N. Roquelaure;Anne Rice,Fiction,1984
City of God,E. L. Doctorow,Fiction,2001
Hot Chocolate for the Mystical Lover,Arielle Ford,"Body, Mind & Spirit",2001
The Bluest Eye,Toni Morrison,Fiction,1994
We Were the Mulvaneys,Joyce Carol Oates,Fiction,1996
1984,George Orwell,London (England),2003
Riding the Bus with My Sister,Rachel Simon,Biography & Autobiography,2003
A Long Short War,Christopher Hitchens,Political Science,2002
Stolen,Kelley Armstrong,Fiction,2004
Bitten,Kelley Armstrong,Fiction,2004
The Jane Austen Book Club,Karen Joy Fowler,Fiction,2005
The Bluest Eye,Toni Morrison,Fiction,2005
How the García Girls Lost Their Accents,Julia Alvarez,Fiction,2005
War and Peace and War,Peter Turchin,History,2007
The Bachman Books,Stephen King,Fiction,1977
The Sword and the Shield,Christopher Andrew;Vasili Mitrokhin,History,1999
The Clock Of The Long Now,Stewart Brand,Philosophy,2000
The Evolution of Desire,David M. Buss,Health & Fitness,2003
Crime And Punishment In American History,Lawrence Friedman,Law,1994
The Culture of Fear,Barry Glassner,Social Science,2000
The Drama of the Gifted Child,,Psychology,1997
Drama Of The Gifted,Alice Miller,Psychology,1990
After Theory,Terry Eagleton,Literary Collections,2004
The Pleasure of Finding Things Out,Richard Phillips Feynman,Science,1999
The Classical World,Robin Lane Fox,History,2005
Why is sex fun?,Jared M. Diamond,Health & Fitness,1997
Knowledge And Decisions,Thomas Sowell,Law,1996
Philosophy In The Flesh,George Lakoff,Philosophy,1999
The Republic of Plato,Allan Bloom,Philosophy,1991
River Out of Eden,Richard Dawkins,Science,1996
Shattered Bonds,Dorothy E. Roberts,Political Science,2002
A Conflict Of Visions,Thomas Sowell,History,2002
Applied Economics,Thomas Sowell,Business & Economics,2004
Stephen Hawking's Universe,David Filkin,Science,1998
Not Even Wrong,Peter Woit,Science,2006
Jane Austen For Dummies,Joan Elizabeth Klingel Ray,Biography & Autobiography,2006
Personal Finance For Dummies,Eric Tyson,Business & Economics,2006
Crash Proof,Peter D. Schiff;John Downes,Business & Economics,2007
eBay For Dummies,Marsha Collier,Business & Economics,2006
Texas Hold'em For Dummies,Mark Harlan,Games & Activities,2006
Fundamentals of Heat and Mass Transfer 6th Edition with IHT/FEHT 3.0 CD with User Guide Set,Frank P. Incropera,Science,2006
The Man Who Changed Everything,Basil Mahon,Biography & Autobiography,2004
Extraordinary Popular Delusions and the Madness of Crowds and ConfusiÃ3n de Confusiones,Charles Mackay,Business & Economics,1996
Astronomy,Dinah L. Moché,Science,2004
The Skeptic's Dictionary,Robert Carroll,Science,2003
Color Drawing,Michael E. Doyle,Architecture,1999
A Modernist View of Plated Desserts (Grand Finales),Tish Boyle;Timothy Moriarty,Cooking,1997
Bad Astronomy,Philip C. Plait,Science,2002
The Warren Buffett CEO,Robert P. Miles,Business & Economics,2003
The Science of Sherlock Holmes,E. J. Wagner,Law,2006
All the Shah's Men,Stephen Kinzer,History,2004
Information Technology for Management,Efraim Turban,Computers,2006
Limbo,Alfred Lubrano,Social Science,2005
Data Structures and Algorithms in Java,Michael T. Goodrich;Roberto Tamassia,Computers,2005
The Warren Buffett Way,Robert G. Hagstrom,Biography & Autobiography,2010
Lady on the Hill,Howard E. Covington,Travel,2006
Baby Signing For Dummies,Jennifer Watson,Family & Relationships,2006
Power of An Hour,Dave Lakhani,Business & Economics,2006
The Science of Stephen King,Lois H. Gresh;Robert Weinberg,Literary Criticism,2007
Feminist Measures,Lynn Keller;Cristanne Miller,Social Science,1994
Simulacra and Simulation,Jean Baudrillard,Social Science,1994
Their Sisters' Keepers,Estelle B. Freedman,History,1984
The Philosophy of History,Georg Wilhelm Friedrich Hegel,History,1956
The Will to Believe,William James,Philosophy,1956
Fads and Fallacies in the Name of Science,Martin Gardner,Science,1957
Three Graphic Novels,E.F. Bleiler,Fiction,1966
Best Science Fiction Stories of H. G. Wells,Herbert George Wells,Literary Collections,1966
The World as Will and Representation,Arthur Schopenhauer,Philosophy,1958
Technical Manual and Dictionary of Classical Ballet,Gail Grant,Performing Arts,1982
Lost Continents,Lyon Sprague De Camp,Social Science,1970
Mozart's Don Giovanni,Wolfgang Amadeus Mozart;Ellen H. Bleiler;Lorenzo Da Ponte,Music,1985
1001 Illuminated Initial Letters,Owen Jones,Design,1988
Galapagos,William Beebe,Nature,1988
Bartleby and Benito Cereno,Herman Melville,Fiction,1990
Candide,Voltaire,Fiction,1991
"Young Goodman Brown, and Other Short Stories",Nathaniel Hawthorne,Fiction,1992
The Gift of the Magi and Other Short Stories,O. Henry,Fiction,1992
The Rime of the Ancient Mariner and Other Poems,Samuel Taylor Coleridge,Poetry,1992
A Diderot Pictorial Encyclopedia of Trades and Industry,Denis Diderot,Design,1993
"The Road Not Taken, and Other Poems",Robert Frost,Poetry,1993
The Secret Garden Coloring Book,Frances Hodgson Burnett,Juvenile Nonfiction,2014
The Adventures of Jimmy Skunk,Thornton W. Burgess;Harrison Cady;Thea Kliros,Juvenile Fiction,1994
The Marriage of Heaven and Hell,William Blake,Art,1994
The Birth of Tragedy,Friedrich Wilhelm Nietzsche,Philosophy,1995
Children's Christmas Stories and Poems,Candace Ward,Juvenile Fiction,2011
A Modest Proposal and Other Satirical Works,Jonathan Swift,Literary Collections,1996
Great Short Stories by American Women,Candace Ward,Fiction,1996
The Oresteia Trilogy,Aeschylus;E. D. A. Morshead,Drama,1996
Black Beauty Coloring Book,Anna Sewell;John Green,Juvenile Nonfiction,1996
Ballet Class Coloring Book,John Green;Caroline Denzler,Juvenile Nonfiction,1997
Best Ghost and Horror Stories,Bram Stoker;Richard Dalby;Stefan R. Dziemianowicz;S. T. Joshi,Fiction,1997
Enter Jeeves,P. G. Wodehouse;David A. Jasen,Fiction,1997
The Odyssey,Homer;George Herbert Palmer,Poetry,1998
The Wit and Wisdom of Mark Twain,Mark Twain,Literary Criticism,1998
An Ideal Husband,Oscar Wilde,Humor,2001
Politics,Aristotle;Benjamin Jowett;H. W. C. Davis,Political Science,2000
The Canterville Ghost and Other Stories,Oscar Wilde,Fiction,2001
The House of Mirth,Edith Wharton,Fiction,2002
Life is a Dream,Pedro Calderón de la Barca;Stanley Appelbaum,Drama,2002
Letters to a Young Poet,Rainer Maria Rilke;Franz Xaver Kappus;Reginald Snell,Poetry,2002
Oliver Twist,Charles Dickens,Fiction,2002
Howards End,E. M. Forster,Fiction,2002
Women in Love,D. H. Lawrence,Fiction,2003
The Trojan Women and Hippolytus,Euripides,Drama,2002
Life Is a Dream/La Vida Es Sueño,Pedro Calderon de la Barca;Stanley Appelbaum,Foreign Language Study,2002
The Pilgrim's Progress,John Bunyan,Fiction,2003
Gorgias and Timaeus,Plato;Benjamin Jowett,Literary Collections,2003
Great Russian Short Stories,Paul Negri,Fiction,2003
Babbitt,Sinclair Lewis,Fiction,2003
Hunger,Knut Hamsun;George Egerton,Biography & Autobiography,2003
The Jew of Malta,Christopher Marlowe;Havelock Ellis,Drama,2003
The Idiot,Fyodor Dostoyevsky;Constance Garnett,Fiction,2003
Critique of Pure Reason,Immanuel Kant;J. M. D. Meiklejohn,Philosophy,2003
Discourse on the Origin of Inequality,Jean-Jacques Rousseau,Philosophy,2004
The Philosophy of History,Georg Wilhelm Friedrich Hegel;J. Sibree,Philosophy,2004
Anna Karenina,graf Leo Tolstoy;Louise Maude;Aylmer Maude,Fiction,2004
The Sword of Welleran,Lord Dunsany,Fiction,2005
Paradise Lost,John Milton;John A. Himes,Poetry,2005
Autobiography of Thomas Jefferson,Thomas Jefferson,History,2005
Philosophy of Right,G. W. F. Hegel;S. W. Dyde,Philosophy,2005
The Worm Ouroboros,E. R. Eddison;Keith Henderson,Fiction,2006
Great Speeches by African Americans,James Daley,Social Science,2006
Intimate Journals,Charles Baudelaire;Christopher Isherwood;W. H. Auden,Literary Collections,2006
On the Origin of Species,Charles Darwin,Science,2006
The Kingdom of God Is Within You,Leo Tolstoy;Constance Garnett,Religion,2006
Quicksand,Nella Larsen,Fiction,2006
Sociology in Our Times,Diana Kendall,Science,2006
A History of Modern Psychology,Duane Schultz;Sydney Schultz,Psychology,2007
The Seventy Wonders of the Ancient World,Christopher Scarre,Architecture,1999
Jean-Jacques Rousseau and His World,Sir Gavin De Beer,Écrivains français - 18e siècle - Biographies,1972
Graphic Design,Richard Hollis,Art,2001
Greek Mythology,Richard Buxton,,2004
The Rainbow Goblins,Ul De Rico,Juvenile Fiction,1994
Big Bad Wolf,Linda Jones;Linda Winstead,Fiction,1997
An Original Sin,Nina Bangs,Fiction,1999
Aphrodite's Passion,Julie Kenner,Fiction,2002
Call of the Moon,Ronda Thompson,Fiction,2002
Love Bites,Lynsay Sands,Fiction,2003
Dancing on my grave,Gelsey Kirkland,Biography & Autobiography,1987
The Aviators,W. E. B. Griffin,Fiction,1989
The Valentine Legacy,Catherine Coulter,Fiction,1996
The Maze,Catherine Coulter,Fiction,1998
Cold Blood,Lynda La Plante,Fiction,1999
Flying Finish,Dick Francis,Fiction,1999
Heart of the Sea,Nora Roberts,Fiction,2000
Out of this World,,Fiction,2001
Beyond Seduction,Emma Holly,Fiction,2002
Shadow Game,Christine Feehan,Fiction,2003
Laurell K. Hamilton Set,Laurell K. Hamilton,Fiction,2003
After Glow,Jayne Castle;Jayne Ann Krentz,Fiction,2004
Cravings,MaryJanice Davidson;Eileen Wilks;Rebecca York,Fiction,2004
Bite,Charlaine Harris;MaryJanice Davidson;Angela Knight;Vickie Taylor,Fiction,2005
"Incubus Dreams: An Anita Blake, Vampire Hunter Novel",Laurell K. Hamilton,Fiction,2005
Spellbound,Nora Roberts,Fiction,2005
Micah. (Anita Blake,Laurell K. Hamilton,"Blake, Anita (Fictitious character)",2006
Ghost Hunter,Jayne Castle,Fiction,2006
Morrigan's Cross,Nora Roberts,Fiction,2006
Dance of the Gods,Nora Roberts,Fiction,2006
Valley of Silence,Nora Roberts,Fiction,2006
The Complete Science Fiction Treasury of H.G. Wells,H. G. Wells,"Science fiction, English.",1991
Three Complete Novels,Sandra Brown,Fiction,1992
Complete Poems,Edgar Allan Poe,Poetry,1992
Three Complete Novels,Michael Crichton,Fiction,1993
Three Complete Novels,Edward Morgan Forster,English fiction,1993
The Complete Hans Christian Andersen Fairy Tales,Hans Christian Andersen,Juvenile Fiction,1984
Four Novels,Charles Dickens,Fiction,1993
A New Collection of Three Complete Novels,Michael Crichton,Fiction,1994
Jane Austen : the Complete Novels,Jane Austen,England,1981
Two Complete Novels,Douglas Adams,"Detective and mystery stories, English.",1987
The Tolkien Companion,J. E. A. Tyler;John Ronald Reuel Tolkien,Literary Criticism,1976
John Irving,John Irving,Fiction,1995
The Complete Novels,Jane Austen,Fiction,1981
The Ultimate Hitchhiker's Guide,Douglas Adams,Fiction,1996
The Crossing,Cormac McCarthy,,1996
The Complete Adventures and Memoirs of Sherlock Holmes,Arthur Conan Doyle,Fiction,2001
Three Terrifying Bestselling Novels,John Saul,Fiction,1996
The Secret Garden,Frances Hodgson Burnett,Juvenile Fiction,1998
Three Complete Novels,Colleen McCullough,Fiction,1999
Three complete novels,Stephen King,Fiction,2002
A Christmas Carol and the Night Before Christmas,Charles Dickens;Arthur Rackham;Clement Clarke Moore,Fiction,2006
Works of Jack London,Jack London,Adventure stories,1980
Daphne Dumaurier,"Outlet;Outlet Book Company Staff;Daphne du Maurier, Dam;Random House Value Publishing Staff;Rh Value Publishing",,1988
Favorite Tales of Sholom Aleichem,Sholem Aleichem;Julius Butwin;Frances Butwin,Fiction,1983
H.G. Wells Science Fiction Treasury,Herbert George Wells,"Science fiction, English",1984
Be Here Now,Ram Dass,"Body, Mind & Spirit",2010
"Classic Myths to Read Aloud: The Great Stories of Greek and Roman Mythology, Specially Arranged for Children Five and Up by an Educational Expert",William F. Russell,Fiction,1992
The Illustrated Hitchhiker's Guide to the Galaxy,Douglas Adams,Science,1994
China and Japan,Donald A. Mackenzie,Travel,1988
The Portable James Joyce,James Joyce,Fiction,1947
The Orion Mystery,Robert Bauval,History,1994
The Pound Era,Hugh Kenner,Literary Criticism,1973
The Haunted Screen,Lotte H. Eisner,Performing Arts,1969
The Politics of Cultural Despair,Fritz R. Stern,History,1974
Europe and the People Without History,Eric R. Wolf,Social Science,1982
The Responsibility of Forms,Roland Barthes,Literary Criticism,1991
Geisha,Liza Crihfield Dalby,Social Science,1998
Balanchine,Bernard Taper,Biography & Autobiography,1996
"Haiti, History, and the Gods",Joan Dayan,History,1998
Masculinity and Male Codes of Honor in Modern France,Robert A. Nye,History,1998
Infections and Inequalities,Paul Farmer,Medical,2001
Undertaker of the Mind,Jonathan Andrews;Andrew T. Scull,Biography & Autobiography,2001
Exiled in Paris,James Campbell,Biography & Autobiography,2003
The Whole World Is Watching,Todd Gitlin,Political Science,2003
Berlioz,David Cairns,Biography & Autobiography,2003
浅草紅団,Yasunari Kawabata,Fiction,2005
The Poems of Exile,Ovid,History,1994
Pathologies of Power,Paul Farmer,History,2005
Giovanni and Lusanna,Gene Brucker,History,2005
World Atlas of Great Apes and Their Conservation,Julian Oliver Caldecott;Lera Miles,Nature,2005
Storming the Gates of Paradise,Rebecca Solnit,History,2007
Gardening with a Wild Heart,Judith Larner Lowry,Gardening,2007
Spinoza,Steven Nadler;Steven M. Nadler,Biography & Autobiography,2001
The Ethics and Politics of Asylum,Matthew J. Gibney,Law,2004
Insurgent Collective Action and Civil War in El Salvador,Elisabeth Jean Wood;Wood Elisabeth Jean,History,2003
Who Needs Greek?,Simon Goldhill,History,2002
The Presocratic Philosophers,G. S. Kirk;J. E. Raven;M. Schofield,Philosophy,1983
Moral Luck,Bernard Williams,Philosophy,1981
Evolution and the Theory of Games,John Maynard Smith,Science,1982
Problems of the Self,Bernard Williams,Philosophy,1976
The Winter's Tale,William Shakespeare;Susan Snyder;Deborah T. Curren-Aquino,Drama,2007
Tolstoy: Anna Karenina,Anthony Thorlby,Literary Criticism,1987
Reading Greek Tragedy,Simon Goldhill;Professor of Greek Literature and Culture and Fellow and Director of Studies in Classics Simon Goldhill,Drama,1986
Gabriel García Márquez: One Hundred Years of Solitude,Michael Wood,Language Arts & Disciplines,1990
"Philosophical Papers: Volume 1, Human Agency and Language",Charles Taylor,Philosophy,1985
Cicero: On Duties,Cicero;Marcus Tullius Cicero;Quintus Tullius Cicero,History,1991
Hegel: Elements of the Philosophy of Right,Georg Wilhelm Fredrich Hegel,History,1991
The Collapse of Complex Societies,Joseph Tainter,Social Science,1990
The Return of Grand Theory in the Human Sciences,Quentin Skinner,History,1990
Fitzgerald: All The Sad Young Men,F. Scott Fitzgerald,Fiction,2007
The Rise and Fall of Anne Boleyn,Retha M. Warnicke,History,1991
Numerical Recipes in C,William H. Press,C (Computer program language),1992
The Invention of Tradition,"Hobsbawm, E. J. Hobsbawm;Eric Hobsbawm;Terence Ranger",History,1992
The Myth of the Magus,E. M. Butler;Eliza Marian Butler,Religion,1993
Nations and Nationalism Since 1780,E. J. Hobsbawm,History,1992
The Cambridge Companion to Plotinus,Lloyd Phillip Gerson;Lloyd P. Gerson,Philosophy,1996
Foucault's Virginity,Simon Goldhill;Professor of Greek Literature and Culture and Fellow and Director of Studies in Classics Simon Goldhill,History,1995
Aristotle: The Politics and the Constitution of Athens,Aristotle,History,1996
The Cambridge Companion to Jane Austen,John O. Jordan,Literary Criticism,1997
A Midsummer Night's Dream,William Shakespeare,Drama,2003
King Richard II,William Shakespeare;Andrew Gurr,Drama,2003
"Hamlet, Prince of Denmark",William Shakespeare;Philip Edwards,Drama,2003
Twelfth Night Or What You Will,William Shakespeare;Elizabeth Story Donno,Drama,2004
Aeschylus: The Oresteia,Simon Goldhill,Drama,2004
Nietzsche: Daybreak,Friedrich Nietzsche,Philosophy,1997
The Tragedy of King Lear,William Shakespeare;Jay L. Halio,Drama,2005
Hamlet,William Shakespeare,Juvenile Nonfiction,2005
The Cambridge Companion to Schopenhauer,Christopher Janaway,Philosophy,1999
Nietzsche: The Birth of Tragedy and Other Writings,Friedrich Nietzsche;Nietzsche Friedrich,Philosophy,1999
Pearl S. Buck,Peter Conn;Peter J. Conn,Biography & Autobiography,1998
Practical Philosophy,Immanuel Kant,Philosophy,1999
The Cambridge Companion to Cervantes,Anthony J. Cascardi,Literary Criticism,2002
Introduction to Phenomenology,Robert Sokolowski,Philosophy,2000
Numerical Recipes Example Book (C++),William T. Vetterling,Computers,2002
Jungle Love Level 5,Margaret Johnson,Foreign Language Study,2002
Genres in Dialogue,Andrea Wilson Nightingale,Literary Collections,2000
Charles Taylor,Ruth Abbey;Lecturer in Philosophy Ruth Abbey;Cambridge University Press,History,2004
A First Course in String Theory,Barton Zwiebach,Science,2004
Myths of the Underworld Journey,"Radcliffe G. Edmonds, III",History,2004
Economic Origins of Dictatorship and Democracy,Daron Acemoglu;James A. Robinson,Business & Economics,2006
Triax,Robert Silverberg,Science fiction,1977
Boltzmon!,William Sleator,Juvenile Fiction,1999
Three Complete Novels,Lloyd Alexander,Juvenile Fiction,2001
"Boy, Were We Wrong about Dinosaurs!",Kathleen V. Kudlinski,Juvenile Nonfiction,2005
The Grits (Girls Raised in the South) Guide to Life,Deborah Ford;Edie Hand,Social Science,2003
Atlas Shrugged,Ayn Rand,Fiction,2005
The Woods,Harlan Coben,Fiction,2007
The Last Eyewitness,Chris Seay;David B. Capes;Brian McLaren,Bibles,2006
Data Structures and Algorithms in C++,Adam Drozdek,Computers,2004
Slaughterhouse Blues,Donald D. Stull;Michael J. Broadway,Social Science,2004
The Illustrated Man,Ray Bradbury,"Science fiction, American",1952
Strata,Terry Pratchett,English fiction,1988
A Prayer for Owen Meany,John Irving,American fiction,1990
A Tourist Guide to Lancre,Terry Pratchett;Stephen Briggs,Fiction,1998
Nanny Ogg's Cookbook,Terry Pratchett;Stephen Briggs;Paul Kidby;Tina Hannan,Fiction,2001
The Swords of Night and Day,David Gemmell,Drenai (Imaginary place),2005
Queen of Sorcery,David Eddings,Fantasy fiction,2000
Castle of Wizardry,David Eddings,Fantasy fiction,2000
Not Without My Daughter,Betty Mahmoody;William Hoffer,Americans,2004
Moving Pictures,Terry Pratchett,Discworld (Imaginary place),2005
Reaper Man,Terry Pratchett,Discworld (Imaginary place),2005
Lords and Ladies,Terry Pratchett,Discworld (Imaginary place),2005
Bravo Two Zero,Andy McNab,"Persian Gulf War, 1991",2005
Hogfather,Terry Pratchett,Christmas,2006
Spindle's End,Robin McKinley,Children's stories,2003
Beauty,Robin McKinley,Fairy tales,2004
Vox,Paul Stewart;Chris Riddell,Children's stories,2006
Past Mortem,Ben Elton,Fiction,2005
Popcorn,Ben Elton,Criminals,2003
Merde Actually,Stephen Clarke,British,2006
The Hotel New Hampshire,John Irving,Fiction,1986
בין אלקסרין,Naguib Mahfouz,Arabic fiction,1994
The Sparrow,Mary Doria Russell,Life on other planets,1997
Chocolat,Joanne Harris,Chocolate,1999
Blackberry Wine,Joanne Harris,Brewing,2001
The Short History of a Prince,Jane Hamilton,Ballet dancers,1999
THE HOTEL NEW HAMPSHIRE,JOHN IRVING,,2010
Chocolat. Joanne Harris,Joanne Harris,Chocolate,2000
My Movie Business,John Irving,Cider house rules. (Motion picture),2000
Tales of the City,Armistead Maupin,City and town life,2000
More Tales of the City,Armistead Maupin,City and town life,2000
Further Tales of the City,Armistead Maupin,City and town life,2000
Sure of You,Armistead Maupin,City and town life,1991
Five Quarters of the Orange,Joanne Harris,Cookery,2002
The Secret Dreamworld of a Shopaholic,Sophie Kinsella,"Finance, Personal",2000
Dead Famous,Ben Elton,Fiction,2002
High Society,Ben Elton,Fiction,2003
A Brief History of Time,Stephen Hawking,Cosmology,1998
Stephen Hawking's A Brief History of Time,Stephen W. Hawking,Nature,1992
SeinLanguage,Jerry Seinfeld,Humor,1993
Gravity's Rainbow,Thomas Pynchon,,1974
The Illustrated a Brief History of Time,Stephen Hawking,Science,1996
Switch on the Night,Ray Bradbury;Leo Dillon;Diane Dillon,Juvenile Fiction,2004
Ragtime,E. L. Doctorow,New York (State),1975
The Greatest Salesman in the World,Og Mandino,Selling,1974
Encyclopedia Brown and the Case of the Treasure Hunt,Donald J. Sobol,Juvenile Fiction,1989
Chicken Trek,Stephen Manes,Contests,1989
Jessica's Bad Idea,Jamie Suzanne;Francine Pascal,Juvenile Fiction,1989
All Fall Down,John Saul,Fiction,1991
The Complete Short Stories of Mark Twain,Mark Twain,Fiction,2005
The Brothers Karamazov,Fyodor Dostoyevsky,Fiction,1970
Sherlock Holmes the Complete Novels and Stories Book Discussion Kit,,Detective and mystery stories,2012
The Complete Plays of Aristophanes,Aristophanes,Drama,1981
Divine Comedy - Purgatorio,Dante Alighieri,,1988
"Maggie, a Girl of the Streets and Other Short Fiction",Stephen Crane,Fiction,1986
Journey To The Center Of The Earth,Jules Verne,Fiction,2006
Slim Down Camp,Stephen Manes,Health & Fitness,1986
Emma,Charlotte Brontë;Jane Austen,Fiction,1983
Goodbye Forever,Barbara Conklin,Juvenile Fiction,1984
The Broken Gun,Louis L'Amour,Fiction,1984
From Socrates to Sartre,T. Z. Lavine,Philosophy,1984
"First, last and always",Barbara Conklin,Fiction,1985
Exodus,Leon Uris,Eretz Israel,1958
Fire Watch,Connie Willis,Fiction,1998
Magician,Raymond E. Feist,Apprentices,1985
Forging the Darksword,Margaret Weis;Tracy Hickman,Fiction,1988
Winter Dreams,Barbara Conklin;Stefanie Curtis,Blind,1988
Shakespeare Alive!,Joseph Papp;Elizabeth Kirkland,Drama,1988
The Road to Gandolfo,Robert Ludlum,Fiction,1992
Doom of the Darksword,Margaret Weis,Fiction,1988
The Delta Star,Joseph Wambaugh,Fiction,1984
The House of the Spirits,Isabel Allende,Fiction,1986
Triumph of the Darksword,Margaret Weis;Tracy Hickman,Fiction,1988
Starting Over,Francine Pascal,Juvenile Fiction,1987
Forbidden Love,Kate William;Francine Pascal,Juvenile Fiction,1987
The New Jessica,Francine Pascal,Juvenile Fiction,1986
Double Love,Francine Pascal;Kate William,Juvenile Fiction,1983
Secrets,Francine Pascal;Kate William,Juvenile Fiction,1983
Narcissus and Goldmund,Hermann Hesse,Fiction,1971
Dear Sister,Kate William;Francine Pascal,Juvenile Fiction,1984
The Angry Hills,Leon Uris,Fiction,1984
I Know why the Caged Bird Sings,Maya Angelou,Biography & Autobiography,1993
Alone in the Crowd,Francine Pascal,Juvenile Fiction,1986
Mitla Pass,Leon Uris,Fiction,1989
Creature,John Saul,Fiction,1990
Journey of Awakening,Ram Dass;Daniel Goleman,Self-Help,1990
Dragon Wing,Margaret Weis;Tracy Hickman,Fiction,1990
Texas! Lucky,Sandra Brown,Fiction,1991
22 Indigo Place,Sandra Brown,Fiction,1991
The Wakefields of Sweet Valley,Kate William;Francine Pascal,Juvenile Fiction,1991
Pebble in the Sky,Isaac Asimov,Fiction,1991
Texas! Sage,Sandra Brown,Fiction,1992
Fire Sea,Margaret Weis;Tracy Hickman,Fiction,1992
Forbidden Knowledge,Stephen R. Donaldson,Fiction,1992
A Whole New Light,Sandra Brown,Fiction,1992
The Robots of Dawn,Isaac Asimov,Fiction,1994
Lila,Robert M. Pirsig,Education,1992
The Mind's I,Douglas R. Hofstadter;Daniel Clement Dennett,Philosophy,1982
The Glory and the Dream,William Manchester,History,1990
Seven Plays,Sam Shepard;Joseph Chaikin,Drama,1984
The Sixties,Todd Gitlin,History,1993
Feersum Endjinn,Iain Banks,Fiction,1995
The Dog Who Loved Too Much,Nicholas H. Dodman,Pets,1997
Girls in Pants,Ann Brashares,Juvenile Fiction,2005
The Fairy Tales of Hermann Hesse,Hermann Hesse,Fiction,1995
Fierce Invalids Home from Hot Climates,Tom Robbins,Fiction,2000
A Brief History of Time,Stephen Hawking,Science,1998
Snow Crash,Neal Stephenson,Fiction,2000
The Diamond Age,Neal Stephenson,Fiction,2000
Stories,Anton Pavlovich Chekhov,Fiction,2000
The bonfire of the vanities,Tom Wolfe,Fiction,1987
Tides of War,Steven Pressfield,Fiction,2001
Men Who Hate Women and the Women Who Love Them,Susan Forward;Joan Torres,Family & Relationships,2002
Beach Music,Pat Conroy,Fiction,2002
The Prince of Tides,Pat Conroy,Fiction,2002
A Clash of Kings,George R. R. Martin,Fiction,2002
Last of the Amazons,Steven Pressfield,Fiction,2003
The Shelters of Stone,Jean M. Auel,Fiction,2004
A Wizard of Earthsea,Ursula K. Le Guin,Fiction,2004
Interface,Neal Stephenson;Frederick George,Fiction,2005
The Cobweb,Neal Stephenson;J. Frederick George,Fiction,2005
Gates Of Fire,Steven Pressfield,Fiction,2005
Odd Thomas,Dean Ray Koontz,FICTION,2006
True Blue,Daniel Topolski;Patrick Robinson,London (England),1989
The Celestine Prophecy,James Redfield,Manuscripts,1994
